PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
36074878,Predicting Drug-Target Interactions via Dual-Stream Graph Neural Network,"Li Y, Liang W, Peng L, Zhang D, Yang C, Li KC.",IEEE/ACM Trans Comput Biol Bioinform. 2022 Sep 8;PP. doi: 10.1109/TCBB.2022.3204188. Online ahead of print.,Li Y,IEEE/ACM Trans Comput Biol Bioinform,2022,2022/09/08,,,10.1109/TCBB.2022.3204188
36545795,SAM-DTA: a sequence-agnostic model for drug-target binding affinity prediction,"Hu Z, Liu W, Zhang C, Huang J, Zhang S, Yu H, Xiong Y, Liu H, Ke S, Hong L.",Brief Bioinform. 2023 Jan 19;24(1):bbac533. doi: 10.1093/bib/bbac533.,Hu Z,Brief Bioinform,2023,2022/12/22,,,10.1093/bib/bbac533
33431036,"DTiGEMS+: drug-target interaction prediction using graph embedding, graph mining, and similarity-based techniques","Thafar MA, Olayan RS, Ashoor H, Albaradei S, Bajic VB, Gao X, Gojobori T, Essack M.",J Cheminform. 2020 Jun 29;12(1):44. doi: 10.1186/s13321-020-00447-2.,Thafar MA,J Cheminform,2020,2021/01/12,PMC7325230,,10.1186/s13321-020-00447-2
38099302,A deep learning method for drug-target affinity prediction based on sequence interaction information mining,"Jiang M, Shao Y, Zhang Y, Zhou W, Pang S.",PeerJ. 2023 Dec 11;11:e16625. doi: 10.7717/peerj.16625. eCollection 2023.,Jiang M,PeerJ,2023,2023/12/15,PMC10720480,,10.7717/peerj.16625
37655493,Ligand binding affinity prediction with fusion of graph neural networks and 3D structure-based complex graph,"Dong L, Shi S, Qu X, Luo D, Wang B.",Phys Chem Chem Phys. 2023 Sep 13;25(35):24110-24120. doi: 10.1039/d3cp03651k.,Dong L,Phys Chem Chem Phys,2023,2023/09/01,,,10.1039/d3cp03651k
35729494,Using BERT to identify drug-target interactions from whole PubMed,"Aldahdooh J, Vähä-Koskela M, Tang J, Tanoli Z.",BMC Bioinformatics. 2022 Jun 21;23(1):245. doi: 10.1186/s12859-022-04768-x.,Aldahdooh J,BMC Bioinformatics,2022,2022/06/21,PMC9214985,,10.1186/s12859-022-04768-x
34783172,PPDTS: Predicting potential drug-target interactions based on network similarity,"Wang W, Wang Y, Zhang Y, Liu D, Zhang H, Wang X.",IET Syst Biol. 2022 Feb;16(1):18-27. doi: 10.1049/syb2.12037. Epub 2021 Nov 16.,Wang W,IET Syst Biol,2022,2021/11/16,PMC8849239,,10.1049/syb2.12037
36804213,Prediction of drug protein interactions based on variable scale characteristic pyramid convolution network,"Chen Y, Zhu Y, Zhang Z, Wang J, Wang C.",Methods. 2023 Mar;211:42-47. doi: 10.1016/j.ymeth.2023.02.007. Epub 2023 Feb 15.,Chen Y,Methods,2023,2023/02/21,,,10.1016/j.ymeth.2023.02.007
31260620,Improved Prediction of Drug-Target Interactions Using Self-Paced Learning with Collaborative Matrix Factorization,"Xia LY, Yang ZY, Zhang H, Liang Y.",J Chem Inf Model. 2019 Jul 22;59(7):3340-3351. doi: 10.1021/acs.jcim.9b00408. Epub 2019 Jul 11.,Xia LY,J Chem Inf Model,2019,2019/07/02,,,10.1021/acs.jcim.9b00408
34379594,DeepFusionDTA: Drug-Target Binding Affinity Prediction With Information Fusion and Hybrid Deep-Learning Ensemble Model,"Pu Y, Li J, Tang J, Guo F.",IEEE/ACM Trans Comput Biol Bioinform. 2022 Sep-Oct;19(5):2760-2769. doi: 10.1109/TCBB.2021.3103966. Epub 2022 Oct 10.,Pu Y,IEEE/ACM Trans Comput Biol Bioinform,2022,2021/08/11,,,10.1109/TCBB.2021.3103966
28095781,Link prediction in drug-target interactions network using similarity indices,"Lu Y, Guo Y, Korhonen A.",BMC Bioinformatics. 2017 Jan 17;18(1):39. doi: 10.1186/s12859-017-1460-z.,Lu Y,BMC Bioinformatics,2017,2017/01/19,PMC5240398,,10.1186/s12859-017-1460-z
35306525,"Affinity2Vec: drug-target binding affinity prediction through representation learning, graph mining, and machine learning","Thafar MA, Alshahrani M, Albaradei S, Gojobori T, Essack M, Gao X.",Sci Rep. 2022 Mar 19;12(1):4751. doi: 10.1038/s41598-022-08787-9.,Thafar MA,Sci Rep,2022,2022/03/20,PMC8934358,,10.1038/s41598-022-08787-9
36058415,GCHN-DTI: Predicting drug-target interactions by graph convolution on heterogeneous networks,"Wang W, Liang S, Yu M, Liu D, Zhang H, Wang X, Zhou Y.",Methods. 2022 Oct;206:101-107. doi: 10.1016/j.ymeth.2022.08.016. Epub 2022 Sep 1.,Wang W,Methods,2022,2022/09/04,,,10.1016/j.ymeth.2022.08.016
34908912,Drug-Target Interaction Prediction Based on Multisource Information Weighted Fusion,"Liu S, An J, Zhao J, Zhao S, Lv H, Wang S.",Contrast Media Mol Imaging. 2021 Nov 24;2021:6044256. doi: 10.1155/2021/6044256. eCollection 2021.,Liu S,Contrast Media Mol Imaging,2021,2021/12/15,PMC8635946,,10.1155/2021/6044256
32367110,Identifying drug-target interactions based on graph convolutional network and deep neural network,"Zhao T, Hu Y, Valsdottir LR, Zang T, Peng J.",Brief Bioinform. 2021 Mar 22;22(2):2141-2150. doi: 10.1093/bib/bbaa044.,Zhao T,Brief Bioinform,2021,2020/05/06,,,10.1093/bib/bbaa044
34731411,DeepStack-DTIs: Predicting Drug-Target Interactions Using LightGBM Feature Selection and Deep-Stacked Ensemble Classifier,"Zhang Y, Jiang Z, Chen C, Wei Q, Gu H, Yu B.",Interdiscip Sci. 2022 Jun;14(2):311-330. doi: 10.1007/s12539-021-00488-7. Epub 2021 Nov 3.,Zhang Y,Interdiscip Sci,2022,2021/11/03,,,10.1007/s12539-021-00488-7
30519952,Web-Based Tools for Polypharmacology Prediction,"Awale M, Reymond JL.",Methods Mol Biol. 2019;1888:255-272. doi: 10.1007/978-1-4939-8891-4_15.,Awale M,Methods Mol Biol,2019,2018/12/07,,,10.1007/978-1-4939-8891-4_15
35678684,DeepMHADTA: Prediction of Drug-Target Binding Affinity Using Multi-Head Self-Attention and Convolutional Neural Network,"Deng L, Zeng Y, Liu H, Liu Z, Liu X.",Curr Issues Mol Biol. 2022 May 19;44(5):2287-2299. doi: 10.3390/cimb44050155.,Deng L,Curr Issues Mol Biol,2022,2022/06/09,PMC9164023,,10.3390/cimb44050155
35820003,Explaining Black Box Drug Target Prediction Through Model Agnostic Counterfactual Samples,"Nguyen TM, Quinn TP, Nguyen T, Tran T.",IEEE/ACM Trans Comput Biol Bioinform. 2023 Mar-Apr;20(2):1020-1029. doi: 10.1109/TCBB.2022.3190266. Epub 2023 Apr 3.,Nguyen TM,IEEE/ACM Trans Comput Biol Bioinform,2023,2022/07/12,,,10.1109/TCBB.2022.3190266
35262678,Multiview network embedding for drug-target Interactions prediction by consistent and complementary information preserving,"Shang Y, Ye X, Futamura Y, Yu L, Sakurai T.",Brief Bioinform. 2022 May 13;23(3):bbac059. doi: 10.1093/bib/bbac059.,Shang Y,Brief Bioinform,2022,2022/03/09,,,10.1093/bib/bbac059
37515872,Geometric graph learning with extended atom-types features for protein-ligand binding affinity prediction,"Rana MM, Nguyen DD.",Comput Biol Med. 2023 Sep;164:107250. doi: 10.1016/j.compbiomed.2023.107250. Epub 2023 Jul 17.,Rana MM,Comput Biol Med,2023,2023/07/29,,,10.1016/j.compbiomed.2023.107250
36329406,A novel method for drug-target interaction prediction based on graph transformers model,"Wang H, Guo F, Du M, Wang G, Cao C.",BMC Bioinformatics. 2022 Nov 3;23(1):459. doi: 10.1186/s12859-022-04812-w.,Wang H,BMC Bioinformatics,2022,2022/11/04,PMC9635108,,10.1186/s12859-022-04812-w
37788507,GPCNDTA: Prediction of drug-target binding affinity through cross-attention networks augmented with graph features and pharmacophores,"Zhang L, Wang CC, Zhang Y, Chen X.",Comput Biol Med. 2023 Sep 20;166:107512. doi: 10.1016/j.compbiomed.2023.107512. Online ahead of print.,Zhang L,Comput Biol Med,2023,2023/10/03,,,10.1016/j.compbiomed.2023.107512
37688568,DataDTA: a multi-feature and dual-interaction aggregation framework for drug-target binding affinity prediction,"Zhu Y, Zhao L, Wen N, Wang J, Wang C.",Bioinformatics. 2023 Sep 2;39(9):btad560. doi: 10.1093/bioinformatics/btad560.,Zhu Y,Bioinformatics,2023,2023/09/09,PMC10516524,,10.1093/bioinformatics/btad560
35561181,Supervised graph co-contrastive learning for drug-target interaction prediction,"Li Y, Qiao G, Gao X, Wang G.",Bioinformatics. 2022 May 13;38(10):2847-2854. doi: 10.1093/bioinformatics/btac164.,Li Y,Bioinformatics,2022,2022/05/13,,,10.1093/bioinformatics/btac164
29054256,Drug-target interaction prediction: A Bayesian ranking approach,"Peska L, Buza K, Koller J.",Comput Methods Programs Biomed. 2017 Dec;152:15-21. doi: 10.1016/j.cmpb.2017.09.003. Epub 2017 Sep 8.,Peska L,Comput Methods Programs Biomed,2017,2017/10/22,,,10.1016/j.cmpb.2017.09.003
37983161,HiSIF-DTA: A Hierarchical Semantic Information Fusion Framework for Drug-Target Affinity Prediction,"Bi X, Zhang S, Ma W, Jiang H, Wei Z.",IEEE J Biomed Health Inform. 2023 Nov 20;PP. doi: 10.1109/JBHI.2023.3334239. Online ahead of print.,Bi X,IEEE J Biomed Health Inform,2023,2023/11/20,,,10.1109/JBHI.2023.3334239
35380622,DTI-HETA: prediction of drug-target interactions based on GCN and GAT on heterogeneous graph,"Shao K, Zhang Y, Wen Y, Zhang Z, He S, Bo X.",Brief Bioinform. 2022 May 13;23(3):bbac109. doi: 10.1093/bib/bbac109.,Shao K,Brief Bioinform,2022,2022/04/05,,,10.1093/bib/bbac109
32047432,A Novel Approach for Drug-Target Interactions Prediction Based on Multimodal Deep Autoencoder,"Wang H, Wang J, Dong C, Lian Y, Liu D, Yan Z.",Front Pharmacol. 2020 Jan 28;10:1592. doi: 10.3389/fphar.2019.01592. eCollection 2019.,Wang H,Front Pharmacol,2020,2020/02/13,PMC6997437,,10.3389/fphar.2019.01592
32894154,Prediction of drug-target interactions from multi-molecular network based on LINE network representation method,"Ji BY, You ZH, Jiang HJ, Guo ZH, Zheng K.",J Transl Med. 2020 Sep 7;18(1):347. doi: 10.1186/s12967-020-02490-x.,Ji BY,J Transl Med,2020,2020/09/07,PMC7487884,,10.1186/s12967-020-02490-x
38039800,GTAMP-DTA: Graph transformer combined with attention mechanism for drug-target binding affinity prediction,"Tian C, Wang L, Cui Z, Wu H.",Comput Biol Chem. 2023 Nov 15;108:107982. doi: 10.1016/j.compbiolchem.2023.107982. Online ahead of print.,Tian C,Comput Biol Chem,2023,2023/12/01,,,10.1016/j.compbiolchem.2023.107982
37680476,Overfit deep neural network for predicting drug-target interactions,"Xiaolin X, Xiaozhi L, Guoping H, Hongwei L, Jinkuo G, Xiyun B, Zhen T, Xiaofang M, Yanxia L, Na X, Chunyan Z, Rui G, Kuan W, Cheng Z, Cuancuan W, Mingyong L, Xinping D.",iScience. 2023 Aug 15;26(9):107646. doi: 10.1016/j.isci.2023.107646. eCollection 2023 Sep 15.,Xiaolin X,iScience,2023,2023/09/08,PMC10480310,,10.1016/j.isci.2023.107646
33855072,Drug-Target Interaction Prediction via Dual Laplacian Graph Regularized Logistic Matrix Factorization,"Wang A, Wang M.",Biomed Res Int. 2021 Mar 26;2021:5599263. doi: 10.1155/2021/5599263. eCollection 2021.,Wang A,Biomed Res Int,2021,2021/04/15,PMC8019634,,10.1155/2021/5599263
32251481,Modified linear regression predicts drug-target interactions accurately,"Buza K, Peška L, Koller J.",PLoS One. 2020 Apr 6;15(4):e0230726. doi: 10.1371/journal.pone.0230726. eCollection 2020.,Buza K,PLoS One,2020,2020/04/07,PMC7135267,,10.1371/journal.pone.0230726
34375902,DNN-DTIs: Improved drug-target interactions prediction using XGBoost feature selection and deep neural network,"Chen C, Shi H, Jiang Z, Salhi A, Chen R, Cui X, Yu B.",Comput Biol Med. 2021 Sep;136:104676. doi: 10.1016/j.compbiomed.2021.104676. Epub 2021 Jul 29.,Chen C,Comput Biol Med,2021,2021/08/10,,,10.1016/j.compbiomed.2021.104676
35134117,Identification of drug-target interactions via multiple kernel-based triple collaborative matrix factorization,"Ding Y, Tang J, Guo F, Zou Q.",Brief Bioinform. 2022 Mar 10;23(2):bbab582. doi: 10.1093/bib/bbab582.,Ding Y,Brief Bioinform,2022,2022/02/08,,,10.1093/bib/bbab582
35134828,NerLTR-DTA: drug-target binding affinity prediction based on neighbor relationship and learning to rank,"Ru X, Ye X, Sakurai T, Zou Q.",Bioinformatics. 2022 Mar 28;38(7):1964-1971. doi: 10.1093/bioinformatics/btac048.,Ru X,Bioinformatics,2022,2022/02/08,,,10.1093/bioinformatics/btac048
28648470,Drug-target interaction prediction by integrating multiview network data,"Zhang X, Li L, Ng MK, Zhang S.",Comput Biol Chem. 2017 Aug;69:185-193. doi: 10.1016/j.compbiolchem.2017.03.011. Epub 2017 Mar 31.,Zhang X,Comput Biol Chem,2017,2017/06/27,,,10.1016/j.compbiolchem.2017.03.011
33070179,MolTrans: Molecular Interaction Transformer for drug-target interaction prediction,"Huang K, Xiao C, Glass LM, Sun J.",Bioinformatics. 2021 May 5;37(6):830-836. doi: 10.1093/bioinformatics/btaa880.,Huang K,Bioinformatics,2021,2020/10/18,PMC8098026,,10.1093/bioinformatics/btaa880
36643181,Towards a more general drug target interaction prediction model using transfer learning,"Suhartono D, Majiid MRN, Handoyo AT, Wicaksono P, Lucky H.",Procedia Comput Sci. 2023;216:370-376. doi: 10.1016/j.procs.2022.12.148. Epub 2023 Jan 10.,Suhartono D,Procedia Comput Sci,2023,2023/01/16,PMC9829421,,10.1016/j.procs.2022.12.148
36578255,Machine Learning in Drug Metabolism Study,"Sinha K, Ghosh J, Sil PC.",Curr Drug Metab. 2022 Dec 27. doi: 10.2174/1389200224666221227094144. Online ahead of print.,Sinha K,Curr Drug Metab,2022,2022/12/29,,,10.2174/1389200224666221227094144
30428013,A Drug-Side Effect Context-Sensitive Network approach for drug target prediction,"Zhou M, Chen Y, Xu R.",Bioinformatics. 2019 Jun 1;35(12):2100-2107. doi: 10.1093/bioinformatics/bty906.,Zhou M,Bioinformatics,2019,2018/11/15,PMC6581434,,10.1093/bioinformatics/bty906
37421738,Semi-supervised heterogeneous graph contrastive learning for drug-target interaction prediction,"Yao K, Wang X, Li W, Zhu H, Jiang Y, Li Y, Tian T, Yang Z, Liu Q, Liu Q.",Comput Biol Med. 2023 Sep;163:107199. doi: 10.1016/j.compbiomed.2023.107199. Epub 2023 Jun 22.,Yao K,Comput Biol Med,2023,2023/07/08,,,10.1016/j.compbiomed.2023.107199
37610162,MMDTA: A Multimodal Deep Model for Drug-Target Affinity with a Hybrid Fusion Strategy,"Zhong KY, Wen ML, Meng FF, Li X, Jiang B, Zeng X, Li Y.",J Chem Inf Model. 2023 Aug 23. doi: 10.1021/acs.jcim.3c00866. Online ahead of print.,Zhong KY,J Chem Inf Model,2023,2023/08/23,,,10.1021/acs.jcim.3c00866
34340269,Improved prediction of drug-target interactions based on ensemble learning with fuzzy local ternary pattern,"Zhao ZY, Huang WZ, Zhan XK, Huang YA, Zhang SW, Yu CQ.",Front Biosci (Landmark Ed). 2021 Jul 30;26(7):222-234. doi: 10.52586/4936.,Zhao ZY,Front Biosci (Landmark Ed),2021,2021/08/02,,,10.52586/4936
36210804,EFMSDTI: Drug-target interaction prediction based on an efficient fusion of multi-source data,"Zhang Y, Wu M, Wang S, Chen W.",Front Pharmacol. 2022 Sep 23;13:1009996. doi: 10.3389/fphar.2022.1009996. eCollection 2022.,Zhang Y,Front Pharmacol,2022,2022/10/10,PMC9538487,,10.3389/fphar.2022.1009996
35224614,Identifying drug-target interactions via heterogeneous graph attention networks combined with cross-modal similarities,"Jiang L, Sun J, Wang Y, Ning Q, Luo N, Yin M.",Brief Bioinform. 2022 Mar 10;23(2):bbac016. doi: 10.1093/bib/bbac016.,Jiang L,Brief Bioinform,2022,2022/02/28,,,10.1093/bib/bbac016
26890921,Drug-Target Interaction Prediction with Graph Regularized Matrix Factorization,"Ezzat A, Zhao P, Wu M, Li XL, Kwoh CK.",IEEE/ACM Trans Comput Biol Bioinform. 2017 May-Jun;14(3):646-656. doi: 10.1109/TCBB.2016.2530062. Epub 2016 Feb 15.,Ezzat A,IEEE/ACM Trans Comput Biol Bioinform,2017,2016/02/19,,,10.1109/TCBB.2016.2530062
36301791,PPAEDTI: Personalized Propagation Auto-Encoder Model for Predicting Drug-Target Interactions,"Li YC, You ZH, Yu CQ, Wang L, Wong L, Hu L, Hu PW, Huang YA.",IEEE J Biomed Health Inform. 2023 Jan;27(1):573-582. doi: 10.1109/JBHI.2022.3217433. Epub 2023 Jan 4.,Li YC,IEEE J Biomed Health Inform,2023,2022/10/27,,,10.1109/JBHI.2022.3217433
34811351,A unified drug-target interaction prediction framework based on knowledge graph and recommendation system,"Ye Q, Hsieh CY, Yang Z, Kang Y, Chen J, Cao D, He S, Hou T.",Nat Commun. 2021 Nov 22;12(1):6775. doi: 10.1038/s41467-021-27137-3.,Ye Q,Nat Commun,2021,2021/11/23,PMC8635420,,10.1038/s41467-021-27137-3
26801218,A multiple kernel learning algorithm for drug-target interaction prediction,"Nascimento AC, Prudêncio RB, Costa IG.",BMC Bioinformatics. 2016 Jan 22;17:46. doi: 10.1186/s12859-016-0890-3.,Nascimento AC,BMC Bioinformatics,2016,2016/01/24,PMC4722636,,10.1186/s12859-016-0890-3
33430980,SmartGraph: a network pharmacology investigation platform,"Zahoránszky-Kőhalmi G, Sheils T, Oprea TI.",J Cheminform. 2020 Jan 21;12(1):5. doi: 10.1186/s13321-020-0409-9.,Zahoránszky-Kőhalmi G,J Cheminform,2020,2021/01/12,PMC6974502,,10.1186/s13321-020-0409-9
37764321,A Biological Feature and Heterogeneous Network Representation Learning-Based Framework for Drug-Target Interaction Prediction,"Liu L, Zhang Q, Wei Y, Zhao Q, Liao B.",Molecules. 2023 Sep 9;28(18):6546. doi: 10.3390/molecules28186546.,Liu L,Molecules,2023,2023/09/28,PMC10535805,,10.3390/molecules28186546
32964234,DTI-MLCD: predicting drug-target interactions using multi-label learning with community detection method,"Chu Y, Shan X, Chen T, Jiang M, Wang Y, Wang Q, Salahub DR, Xiong Y, Wei DQ.",Brief Bioinform. 2021 May 20;22(3):bbaa205. doi: 10.1093/bib/bbaa205.,Chu Y,Brief Bioinform,2021,2020/09/23,,,10.1093/bib/bbaa205
36014371,Prediction of Drug-Target Interaction Using Dual-Network Integrated Logistic Matrix Factorization and Knowledge Graph Embedding,"Li J, Yang X, Guan Y, Pan Z.",Molecules. 2022 Aug 12;27(16):5131. doi: 10.3390/molecules27165131.,Li J,Molecules,2022,2022/08/26,PMC9412517,,10.3390/molecules27165131
37597410,ColdDTA: Utilizing data augmentation and attention-based feature fusion for drug-target binding affinity prediction,"Fang K, Zhang Y, Du S, He J.",Comput Biol Med. 2023 Sep;164:107372. doi: 10.1016/j.compbiomed.2023.107372. Epub 2023 Aug 13.,Fang K,Comput Biol Med,2023,2023/08/19,,,10.1016/j.compbiomed.2023.107372
37252835,NHGNN-DTA: a node-adaptive hybrid graph neural network for interpretable drug-target binding affinity prediction,"He H, Chen G, Chen CY.",Bioinformatics. 2023 Jun 1;39(6):btad355. doi: 10.1093/bioinformatics/btad355.,He H,Bioinformatics,2023,2023/05/30,PMC10287904,,10.1093/bioinformatics/btad355
32582646,Prediction of Drug-Target Interactions From Multi-Molecular Network Based on Deep Walk Embedding Model,"Chen ZH, You ZH, Guo ZH, Yi HC, Luo GX, Wang YB.",Front Bioeng Biotechnol. 2020 Jun 3;8:338. doi: 10.3389/fbioe.2020.00338. eCollection 2020.,Chen ZH,Front Bioeng Biotechnol,2020,2020/06/26,PMC7283956,,10.3389/fbioe.2020.00338
37387164,ArkDTA: attention regularization guided by non-covalent interactions for explainable drug-target binding affinity prediction,"Gim M, Choe J, Baek S, Park J, Lee C, Ju M, Lee S, Kang J.",Bioinformatics. 2023 Jun 30;39(39 Suppl 1):i448-i457. doi: 10.1093/bioinformatics/btad207.,Gim M,Bioinformatics,2023,2023/06/30,PMC10311339,,10.1093/bioinformatics/btad207
35578674,DeepNC: a framework for drug-target interaction prediction with graph neural networks,"Tran HNT, Thomas JJ, Ahamed Hassain Malim NH.",PeerJ. 2022 May 11;10:e13163. doi: 10.7717/peerj.13163. eCollection 2022.,Tran HNT,PeerJ,2022,2022/05/17,PMC9107302,,10.7717/peerj.13163
36708000,MFR-DTA: a multi-functional and robust model for predicting drug-target binding affinity and region,"Hua Y, Song X, Feng Z, Wu X.",Bioinformatics. 2023 Feb 3;39(2):btad056. doi: 10.1093/bioinformatics/btad056.,Hua Y,Bioinformatics,2023,2023/01/28,PMC9900210,,10.1093/bioinformatics/btad056
37762445,AMMVF-DTI: A Novel Model Predicting Drug-Target Interactions Based on Attention Mechanism and Multi-View Fusion,"Wang L, Zhou Y, Chen Q.",Int J Mol Sci. 2023 Sep 15;24(18):14142. doi: 10.3390/ijms241814142.,Wang L,Int J Mol Sci,2023,2023/09/28,PMC10531525,,10.3390/ijms241814142
34202954,Predicting Drug-Target Interactions Based on the Ensemble Models of Multiple Feature Pairs,"Wang C, Zhang J, Chen P, Wang B.",Int J Mol Sci. 2021 Jun 20;22(12):6598. doi: 10.3390/ijms22126598.,Wang C,Int J Mol Sci,2021,2021/07/02,PMC8234024,,10.3390/ijms22126598
37255310,Nonlinear data fusion over Entity-Relation graphs for Drug-Target Interaction prediction,"Mazzone E, Moreau Y, Fariselli P, Raimondi D.",Bioinformatics. 2023 Jun 1;39(6):btad348. doi: 10.1093/bioinformatics/btad348.,Mazzone E,Bioinformatics,2023,2023/05/31,PMC10265447,,10.1093/bioinformatics/btad348
27875970,A Systematic Prediction of Drug-Target Interactions Using Molecular Fingerprints and Protein Sequences,"Huang YA, You ZH, Chen X.",Curr Protein Pept Sci. 2018;19(5):468-478. doi: 10.2174/1389203718666161122103057.,Huang YA,Curr Protein Pept Sci,2018,2016/11/24,,,10.2174/1389203718666161122103057
27829343,Predicting Drug-Target Interactions Based on Small Positive Samples,"Hu P, Chan KCC, Hu Y.",Curr Protein Pept Sci. 2018;19(5):479-487. doi: 10.2174/1389203718666161108102330.,Hu P,Curr Protein Pept Sci,2018,2016/11/11,,,10.2174/1389203718666161108102330
